district_id,district_name,state,population,rural_population,urban_population,rural_fraction,literacy_rate,female_literacy,sc_pct,st_pct,cultivators,agri_laborers,rural_households,poverty_rate_proxy
221,Kodagu,Karnataka,253506,177052,76453,0.6984,0.6937,0.541,0.0894,0.0,22987,19939,35279,0.1545
222,Kolar,Karnataka,1277661,618103,659557,0.4838,0.5731,0.4155,0.245,0.0,96436,87358,121554,0.2232
223,Koppal,Karnataka,1251573,732347,519225,0.5851,0.6811,0.606,0.2975,0.0108,90290,55665,162474,0.2705
224,Mandya,Karnataka,393162,236129,157032,0.6006,0.6069,0.5425,0.0327,0.0,25766,31692,44339,0.2235
225,Mysore,Karnataka,166492,113077,53414,0.6792,0.7314,0.6165,0.1237,0.025,18897,9515,27715,0.2905
226,Raichur,Karnataka,186825,109695,77129,0.5872,0.6803,0.5701,0.1077,0.0,9796,10046,26001,0.1763
227,Shimoga,Karnataka,206446,115211,91234,0.5581,0.6432,0.5199,0.1963,0.0819,13131,14878,21519,0.2727
228,Tumkur,Karnataka,372944,170610,202333,0.4575,0.6888,0.5491,0.1304,0.298,32555,18103,42455,0.2216
229,Udupi,Karnataka,394622,271435,123186,0.6878,0.7704,0.688,0.1661,0.0797,30486,23443,61121,0.2269
230,Uttar Kannand,Karnataka,2123365,1295748,827616,0.6102,0.5205,0.4334,0.2362,0.1464,184378,91406,263015,0.2485
231,Alappuzha,Kerala,1223664,671428,552235,0.5487,0.7824,0.6809,0.1079,0.2848,87242,32291,138828,0.1102
232,Ernakulam,Kerala,1142575,644891,497683,0.5644,0.5992,0.4586,0.2748,0.0543,34132,25549,160987,0.0612
233,Idukki,Kerala,861027,410401,450625,0.4766,0.7994,0.6971,0.1671,0.0975,35023,27404,76425,0.0042
234,Kannur,Kerala,592171,337833,254337,0.5705,0.7526,0.6492,0.1276,0.1745,22823,16962,68647,0.0272
235,Kasaragod,Kerala,540273,208367,331905,0.3857,0.7114,0.5549,0.004,0.1267,27268,15418,39379,0.1217
236,Kollam,Kerala,482707,252786,229920,0.5237,0.812,0.7323,0.2293,0.0,27536,16801,57025,0.0286
237,Kottayam,Kerala,604374,385513,218860,0.6379,0.7318,0.5999,0.1767,0.0,23135,23941,89704,0.1047
238,Kozhikode,Kerala,337875,184880,152994,0.5472,0.7512,0.6634,0.1558,0.2492,20722,16415,33677,0.0572
239,Malappuram,Kerala,640752,250755,389996,0.3913,0.6614,0.4909,0.1701,0.0,33045,34130,54573,0.0531
240,Palakkad,Kerala,930208,416919,513288,0.4482,0.6495,0.4831,0.2079,0.0,40493,25841,90674,0.0655
241,Pattanamtitta,Kerala,210410,109285,101124,0.5194,0.7841,0.6278,0.266,0.0,12283,5519,22422,0.0356
242,Thiruvananthapuram,Kerala,1069240,681422,387817,0.6373,0.6618,0.5787,0.1563,0.0,69356,53112,128273,0.0165
243,Thrissur,Kerala,951638,469788,481849,0.4937,0.704,0.5408,0.109,0.1506,59564,40482,99899,0.1328
244,Wayanad,Kerala,1345509,644376,701132,0.4789,0.7394,0.563,0.076,0.0,71567,60335,117451,-0.0081
245,Kargil,Ladakh,169324,127942,41381,0.7556,0.6965,0.6003,0.101,0.0383,10671,4889,27872,0.3129
246,Ladakh (Leh),Ladakh,356496,255800,100695,0.7175,0.7134,0.6199,0.1175,0.1382,23760,18756,52601,0.1849
247,Kavaratti,Lakshadweep,520839,165954,354884,0.3186,0.7005,0.6036,0.1017,0.0,23669,11525,38256,0.1158
248,Anuppur,Madhya Pradesh,130144,82958,47185,0.6374,0.6216,0.4679,0.2479,0.1945,13125,10060,15423,0.3161
249,Ashoknagar,Madhya Pradesh,148800,117080,31719,0.7868,0.709,0.6011,0.1377,0.128,6585,6961,21961,0.3078
250,Balaghat,Madhya Pradesh,341186,214532,126653,0.6288,0.6161,0.4993,0.158,0.0994,27884,28032,47388,0.3347
251,Barwani,Madhya Pradesh,418200,281519,136680,0.6732,0.6001,0.4285,0.1381,0.301,36292,29761,53420,0.3927
252,Betul,Madhya Pradesh,354863,244066,110796,0.6878,0.5599,0.4097,0.3221,0.247,30555,15231,55886,0.3526
253,Bhind,Madhya Pradesh,916277,736397,179879,0.8037,0.5931,0.5373,0.2025,0.127,83036,48444,150435,0.3695
254,Bhopal,Madhya Pradesh,603805,450754,153050,0.7465,0.6785,0.6215,0.1014,0.0,50714,29723,86371,0.4178
255,Burhanpur,Madhya Pradesh,1471978,1157058,314919,0.7861,0.6799,0.5225,0.1904,0.0507,115416,86132,284394,0.4259
256,Chhatarpur,Madhya Pradesh,525653,335960,189692,0.6391,0.7313,0.6541,0.1851,0.2079,59572,33341,73508,0.369
257,Chhindwara,Madhya Pradesh,252814,211950,40863,0.8384,0.6184,0.4463,0.1139,0.212,24435,18469,47346,0.3167
258,Damoh,Madhya Pradesh,294286,234717,59568,0.7976,0.6872,0.5648,0.0901,0.093,33204,16348,53658,0.319
259,Datia,Madhya Pradesh,218062,150647,67414,0.6908,0.5966,0.4778,0.1505,0.0158,16479,10014,31237,0.3355
260,Dewas,Madhya Pradesh,460070,356130,103939,0.7741,0.5538,0.4873,0.1419,0.3011,57976,50900,86174,0.4559
261,Dhar,Madhya Pradesh,787326,504160,283165,0.6403,0.6605,0.5606,0.1888,0.1077,79485,66392,92474,0.3092
262,Dindori,Madhya Pradesh,650470,433754,216715,0.6668,0.5528,0.4834,0.1065,0.1743,54832,40277,82125,0.3055
263,East Nimar,Madhya Pradesh,187678,158781,28896,0.846,0.6217,0.5508,0.1262,0.0,15255,10287,34914,0.4116
264,Guna,Madhya Pradesh,132467,100782,31684,0.7608,0.7331,0.5684,0.1901,0.0,8400,6504,25090,0.4579
265,Gwalior,Madhya Pradesh,125774,85152,40621,0.677,0.5678,0.4809,0.1714,0.1873,16410,11409,20128,0.4243
266,Harda,Madhya Pradesh,405682,279200,126481,0.6882,0.6027,0.509,0.1795,0.0687,43508,17657,57116,0.3411
267,Hoshangabad,Madhya Pradesh,181636,142526,39109,0.7847,0.5868,0.4622,0.2215,0.0155,12402,14422,29951,0.4311
268,Indore,Madhya Pradesh,559669,381246,178422,0.6812,0.7582,0.5944,0.0,0.1229,70528,33310,87403,0.3097
269,Jabalpur,Madhya Pradesh,203293,150018,53274,0.7379,0.5369,0.3841,0.1027,0.1878,21807,14575,30108,0.3336
270,Jhabua,Madhya Pradesh,726316,591406,134909,0.8143,0.6999,0.5727,0.0,0.0,94200,60687,141955,0.3127
271,Katni,Madhya Pradesh,369371,257277,112093,0.6965,0.6168,0.4677,0.262,0.1307,47816,19437,57309,0.3375
272,Mandla,Madhya Pradesh,278592,144509,134082,0.5187,0.477,0.3528,0.1872,0.0937,32155,20013,31642,0.4264
273,Mandsaur,Madhya Pradesh,200984,145163,55820,0.7223,0.514,0.3359,0.1023,0.3238,15120,14291,31767,0.4479
274,Morena,Madhya Pradesh,398434,297008,101425,0.7454,0.5711,0.4376,0.1073,0.356,27865,28321,57401,0.3983
275,Narsinghpur,Madhya Pradesh,253303,186644,66658,0.7368,0.737,0.6519,0.2469,0.1569,35502,18735,39974,0.3656
276,Neemuch,Madhya Pradesh,137579,124712,12866,0.9065,0.6834,0.6312,0.2374,0.1625,19908,14677,27675,0.3978
277,Panna,Madhya Pradesh,845989,590811,255177,0.6984,0.6778,0.613,0.1253,0.0295,71225,45292,126230,0.3875
278,Raisen,Madhya Pradesh,490368,272851,217516,0.5564,0.5402,0.4297,0.1781,0.0,38078,24449,50250,0.3313
279,Rajgarh,Madhya Pradesh,184839,137120,47718,0.7418,0.619,0.4811,0.0639,0.1229,24938,12149,31286,0.4138
280,Ratlam,Madhya Pradesh,341943,280658,61284,0.8208,0.6177,0.5469,0.1155,0.1041,24074,18838,62411,0.3727
281,Rewa,Madhya Pradesh,803463,518443,285019,0.6453,0.5628,0.496,0.1184,0.0,86357,36113,127555,0.4154
282,Sagar,Madhya Pradesh,424807,389864,34942,0.9177,0.6379,0.4869,0.1503,0.1108,54102,20964,74394,0.4023
283,Satna,Madhya Pradesh,103065,80561,22503,0.7817,0.7147,0.6408,0.1494,0.0,6109,4379,17911,0.3112
284,Sehore,Madhya Pradesh,238486,162727,75758,0.6823,0.6778,0.5001,0.0866,0.0985,26696,20050,39265,0.3302
285,Seoni,Madhya Pradesh,1561203,982462,578740,0.6293,0.719,0.5816,0.2909,0.151,90371,108837,216067,0.3007
286,Shahdol,Madhya Pradesh,375392,293056,82335,0.7807,0.6352,0.5213,0.0931,0.1082,46355,35872,69527,0.3461
287,Shajapur,Madhya Pradesh,212479,150380,62098,0.7077,0.5683,0.4273,0.1733,0.1023,16488,11765,27860,0.4218
288,Sheopur,Madhya Pradesh,503990,333595,170394,0.6619,0.6519,0.4812,0.1031,0.0862,32824,21965,73681,0.4122
289,Shivpuri,Madhya Pradesh,556792,488738,68053,0.8778,0.6128,0.4655,0.0945,0.0527,48227,32120,93667,0.4216
290,Sidhi,Madhya Pradesh,1500600,1109141,391458,0.7391,0.6449,0.5069,0.1793,0.0639,122645,66561,232161,0.316
291,Tikamgarh,Madhya Pradesh,207196,148326,58869,0.7159,0.6643,0.5772,0.1974,0.0026,20914,18213,33332,0.3184
292,Ujjain,Madhya Pradesh,848620,657755,190864,0.7751,0.6944,0.53,0.2044,0.0,76557,61998,162170,0.4286
293,Umaria,Madhya Pradesh,109269,72449,36819,0.663,0.6655,0.61,0.0542,0.0,8971,5729,16685,0.3302
294,Vidisha,Madhya Pradesh,388094,242773,145320,0.6256,0.6179,0.4431,0.0589,0.0552,46254,35365,51378,0.3853
295,West Nimar,Madhya Pradesh,876415,661094,215320,0.7543,0.602,0.5476,0.1724,0.2025,81094,57457,142736,0.3144
296,Ahmednagar,Maharashtra,817153,471747,345405,0.5773,0.5728,0.4475,0.3064,0.2002,84869,51954,99971,0.1742
297,Akola,Maharashtra,225577,105306,120270,0.4668,0.6606,0.4807,0.0591,0.1539,9661,10088,25638,0.3193
298,Amravati,Maharashtra,245785,143455,102329,0.5837,0.7418,0.6539,0.2136,0.0,16151,13178,35697,0.2394
299,Aurangabad,Maharashtra,474285,224097,250187,0.4725,0.5705,0.4104,0.163,0.2179,29573,32323,50787,0.1742
300,Bhandara,Maharashtra,215783,144907,70875,0.6715,0.6036,0.4854,0.1575,0.0,15348,14523,34205,0.1866
301,Bid,Maharashtra,351110,180806,170303,0.515,0.6077,0.4811,0.1272,0.0587,19280,12173,40238,0.2493
302,Buldana,Maharashtra,196211,99679,96531,0.508,0.7871,0.6489,0.111,0.2365,13812,9881,22289,0.2229
303,Chandrapur,Maharashtra,159085,83142,75942,0.5226,0.6844,0.5771,0.1888,0.01,10411,9209,17932,0.1716
304,Dhule,Maharashtra,562531,396552,165978,0.7049,0.7308,0.6435,0.3662,0.1419,37206,35761,82213,0.3211
305,Garhchiroli,Maharashtra,608097,319899,288197,0.5261,0.6747,0.5339,0.2104,0.0606,51578,20851,76801,0.2807
306,Gondiya,Maharashtra,413499,249053,164445,0.6023,0.7287,0.6107,0.191,0.0877,28277,16502,52333,0.1861
307,Greater Bombay,Maharashtra,263553,143503,120049,0.5445,0.6453,0.5882,0.1842,0.0,17721,7544,27202,0.3077
308,Hingoli,Maharashtra,111903,58347,53555,0.5214,0.683,0.6129,0.1878,0.0,10580,7258,12045,0.2592
309,Jalgaon,Maharashtra,50000,24514,25485,0.4903,0.6283,0.5355,0.1616,0.0733,2186,1419,6037,0.2283
310,Jalna,Maharashtra,371017,191944,179072,0.5173,0.6862,0.5379,0.1321,0.0,22710,10337,47362,0.3285
311,Kolhapur,Maharashtra,289706,134075,155630,0.4628,0.6455,0.5929,0.1727,0.3054,13943,11908,26150,0.2969
312,Latur,Maharashtra,104882,52350,52531,0.4991,0.5898,0.4142,0.0943,0.0,8065,6224,11261,0.3023
313,Nagpur,Maharashtra,243903,139492,104410,0.5719,0.7227,0.6153,0.2236,0.0,16793,12372,27817,0.2894
314,Nanded,Maharashtra,537533,288532,249000,0.5368,0.5113,0.382,0.1591,0.037,39088,22228,54632,0.2362
315,Nandurbar,Maharashtra,967736,523196,444539,0.5406,0.6569,0.5136,0.0815,0.4177,84595,45974,96200,0.2832
316,Nashik,Maharashtra,100303,65425,34877,0.6523,0.6411,0.4929,0.0605,0.1431,7884,4881,12338,0.1875
317,Osmanabad,Maharashtra,375949,204936,171012,0.5451,0.6389,0.5747,0.127,0.0294,23597,15367,43508,0.1963
318,Parbhani,Maharashtra,1711179,1022768,688410,0.5977,0.7673,0.6403,0.1665,0.0,127332,110147,235776,0.2228
319,Pune,Maharashtra,119978,69505,50472,0.5793,0.8095,0.7446,0.0173,0.2505,9262,7290,15658,0.2979
320,Raigarh,Maharashtra,127099,74843,52255,0.5889,0.5154,0.3985,0.2297,0.0822,7206,8217,14342,0.3077
321,Ratnagiri,Maharashtra,860354,515036,345317,0.5986,0.6836,0.5345,0.1334,0.0,49876,36354,98474,0.2111
322,Sangli,Maharashtra,808374,506321,302052,0.6263,0.6488,0.4958,0.133,0.2387,77802,43256,107127,0.2947
323,Satara,Maharashtra,518228,302474,215753,0.5837,0.5924,0.4377,0.0524,0.0049,54563,39714,55735,0.2401
324,Sindhudurg,Maharashtra,517709,277074,240634,0.5352,0.6659,0.5873,0.0991,0.0848,31551,20921,63861,0.275
325,Solapur,Maharashtra,125634,52360,73273,0.4168,0.6571,0.5288,0.1369,0.2368,8848,9144,10614,0.2144
326,Thane,Maharashtra,722500,343090,379409,0.4749,0.6774,0.5545,0.1392,0.1285,42595,27128,62978,0.2658
327,Wardha,Maharashtra,570777,274307,296469,0.4806,0.5821,0.4252,0.0307,0.1912,35825,19996,52511,0.1982
328,Washim,Maharashtra,643180,353150,290029,0.5491,0.5771,0.4765,0.2467,0.2812,44098,32753,82037,0.2208
329,Yavatmal,Maharashtra,678719,386232,292486,0.5691,0.6599,0.6025,0.0171,0.1208,57749,30492,83424,0.2038
330,Bishnupur,Manipur,385678,271928,113749,0.7051,0.6776,0.5808,0.0783,0.1044,29990,22638,60657,0.2914
331,Chandel,Manipur,518405,352449,165955,0.6799,0.8305,0.7583,0.11,0.0,35498,29571,64926,0.2984
332,Churachandpur,Manipur,383121,296722,86398,0.7745,0.5407,0.4787,0.2051,0.0753,27668,15461,73497,0.2688
333,East Imphal,Manipur,402816,226294,176521,0.5618,0.7163,0.5774,0.1009,0.1218,31960,19674,44360,0.3388
334,Senapati,Manipur,344174,300040,44133,0.8718,0.6592,0.4985,0.2359,0.1557,35764,19772,60523,0.2824
335,Tamenglong,Manipur,128978,88854,40123,0.6889,0.7495,0.5956,0.0558,0.0,13778,10906,16576,0.2918
336,Thoubal,Manipur,1130845,767341,363503,0.6786,0.7517,0.6686,0.2501,0.1108,78954,53216,145199,0.2817
337,Ukhrul,Manipur,1676716,1068814,607901,0.6374,0.6563,0.4924,0.1782,0.0285,132246,89676,208469,0.2743
338,West Imphal,Manipur,90444,65205,25238,0.7209,0.6902,0.5195,0.1897,0.0,4139,3209,15951,0.3264
339,East Garo Hills,Meghalaya,386056,289287,96768,0.7493,0.7343,0.6023,0.1186,0.0,46707,33192,61070,0.1827
340,East Khasi Hills,Meghalaya,643500,510392,133107,0.7932,0.5593,0.4982,0.2398,0.0,57694,51589,93816,0.0905
341,Jaintia Hills,Meghalaya,177508,131483,46024,0.7407,0.6403,0.5481,0.1338,0.0586,20616,14675,25444,0.1364
342,Ri-Bhoi,Meghalaya,322011,259685,62325,0.8064,0.6403,0.5497,0.2038,0.1334,36959,25820,48058,0.1977
343,South Garo Hills,Meghalaya,750865,594638,156226,0.7919,0.7921,0.7341,0.1943,0.1139,66433,60545,113018,0.193
344,West Garo Hills,Meghalaya,383385,293022,90362,0.7643,0.6608,0.5169,0.1029,0.0231,36560,22246,62161,0.1693
345,West Khasi Hills,Meghalaya,270129,180084,90044,0.6667,0.758,0.6508,0.241,0.0462,21046,19102,36277,0.1744
346,Aizawl,Mizoram,308949,116860,192088,0.3783,0.7228,0.6421,0.1189,0.1711,21209,15064,23820,0.1052
347,Champhai,Mizoram,517576,286842,230733,0.5542,0.7475,0.6869,0.0559,0.1304,36175,36543,63939,0.1602
348,Kolasib,Mizoram,342171,112621,229549,0.3291,0.7213,0.6231,0.0838,0.2422,39841,20470,28135,0.2225
349,Lawngtlai,Mizoram,244190,107895,136294,0.4418,0.8034,0.6345,0.2006,0.0,21880,14802,20005,0.1108
350,Lunglei,Mizoram,280608,117883,162724,0.4201,0.6796,0.5615,0.2188,0.0,16616,9417,27488,0.0929
351,Mamit,Mizoram,283822,124271,159550,0.4379,0.6778,0.5791,0.1203,0.0,20638,17199,26069,0.1459
352,Saiha,Mizoram,970516,460897,509618,0.4749,0.6802,0.5906,0.1321,0.1825,68655,41023,86957,0.1254
353,Serchhip,Mizoram,314185,131335,182849,0.418,0.7952,0.6754,0.1905,0.0634,21807,15981,27561,0.0758
354,Dimapur,Nagaland,1591791,1141123,450667,0.7169,0.5196,0.3852,0.3418,0.184,112622,77433,232291,0.1385
355,Kohima,Nagaland,389734,218339,171394,0.5602,0.6026,0.4387,0.1214,0.1274,39888,25520,53209,0.2049
356,Mokokchung,Nagaland,151139,112355,38783,0.7434,0.7995,0.698,0.1894,0.0821,10977,8013,27168,0.1897
357,Mon,Nagaland,262225,162617,99607,0.6201,0.7054,0.5314,0.1707,0.0214,23212,17492,39836,0.1323
358,Phek,Nagaland,165236,111850,53385,0.6769,0.6647,0.5573,0.0649,0.0,8079,6201,23797,0.2685
359,Tuensang,Nagaland,1517718,1000298,517419,0.6591,0.7055,0.645,0.1964,0.0,109777,98532,221820,0.1389
360,Wokha,Nagaland,157553,92998,64554,0.5903,0.7777,0.6964,0.1167,0.0,8373,5753,18908,0.1522
361,Zunheboto,Nagaland,496897,365639,131257,0.7358,0.6609,0.5374,0.1966,0.0815,41642,44529,84393,0.1409
362,Angul,Odisha,155591,138541,17049,0.8904,0.6446,0.4715,0.1778,0.105,20949,12028,30565,0.4225
363,Baleshwar,Odisha,283942,216640,67301,0.763,0.6692,0.5091,0.1465,0.2369,21762,10117,40215,0.3969
364,Baragarh,Odisha,343535,273928,69606,0.7974,0.6218,0.4785,0.0968,0.198,28144,24968,51934,0.3669
365,Bhadrak,Odisha,251678,204071,47606,0.8108,0.5637,0.388,0.0769,0.0058,15443,16761,46149,0.4312
366,Bolangir,Odisha,212209,181160,31048,0.8537,0.6419,0.5078,0.2021,0.173,19485,16002,37268,0.345
367,Boudh,Odisha,220222,162982,57239,0.7401,0.6508,0.506,0.0864,0.114,17823,13256,39656,0.3485
368,Cuttack,Odisha,813684,659362,154321,0.8103,0.5745,0.5003,0.1677,0.1874,84097,62290,123066,0.3672
369,Deogarh,Odisha,527422,402401,125020,0.763,0.7016,0.5337,0.168,0.1624,75908,43595,89772,0.4524
370,Dhenkanal,Odisha,280188,232672,47515,0.8304,0.6337,0.5489,0.055,0.0,22490,20851,44767,0.4619
371,Gajapati,Odisha,423841,310275,113565,0.7321,0.5877,0.4702,0.1916,0.0,45721,30813,66853,0.4017
372,Ganjam,Odisha,389937,318932,71004,0.8179,0.6178,0.4565,0.0826,0.0621,35941,17187,69719,0.3959
373,Jagatsinghpur,Odisha,334579,288383,46195,0.8619,0.5821,0.4755,0.1763,0.1839,35848,16205,53787,0.3314
374,Jajpur,Odisha,214988,167632,47355,0.7797,0.6327,0.5463,0.0923,0.071,16779,9444,36392,0.4058
375,Jharsuguda,Odisha,1124367,823864,300502,0.7327,0.5623,0.3828,0.1163,0.0325,103121,90424,165402,0.4638
376,Kalahandi,Odisha,823197,681952,141244,0.8284,0.5627,0.4498,0.1191,0.1706,79453,50968,143875,0.3329
377,Kandhamal,Odisha,88283,77161,11121,0.874,0.6772,0.5909,0.1346,0.1478,6789,4354,17913,0.449
378,Kendrapara,Odisha,52318,48766,3551,0.9321,0.7228,0.5752,0.1891,0.147,3638,3526,10753,0.3919
379,Keonjhar,Odisha,789950,611018,178931,0.7735,0.5686,0.4304,0.2013,0.0,62632,36774,135730,0.3445
380,Khordha,Odisha,305258,229499,75758,0.7518,0.6912,0.6183,0.1745,0.0714,17456,19624,44480,0.3307
381,Koraput,Odisha,462435,378415,84019,0.8183,0.8618,0.7266,0.1234,0.2504,31797,25575,86101,0.4567
382,Malkangiri,Odisha,263884,249729,14154,0.9464,0.6463,0.5521,0.102,0.0128,31002,12977,61726,0.3944
383,Mayurbhanj,Odisha,125198,109255,15942,0.8727,0.5258,0.3604,0.1713,0.0,9989,6642,20917,0.4469
384,Nabarangpur,Odisha,384202,295952,88249,0.7703,0.545,0.4675,0.1787,0.1204,21866,19971,73784,0.3769
385,Nayagarh,Odisha,2384874,1973923,410950,0.8277,0.6469,0.5766,0.1243,0.0,306232,147194,481689,0.332
386,Nuapada,Odisha,1006534,767531,239002,0.7625,0.6398,0.532,0.0071,0.1182,81256,66641,139653,0.376
387,Puri,Odisha,294827,244915,49911,0.8307,0.6821,0.5874,0.126,0.0841,33544,16904,46832,0.3205
388,Rayagada,Odisha,1092376,1012372,80003,0.9268,0.6534,0.4924,0.1229,0.2748,116870,54442,235308,0.4082
389,Sambalpur,Odisha,497717,490754,6962,0.986,0.5732,0.4036,0.2314,0.1646,39247,34515,119536,0.3229
390,Sonepur,Odisha,434037,357516,76520,0.8237,0.6649,0.5983,0.0906,0.0,41586,31765,74804,0.4532
391,Sundargarh,Odisha,219288,207721,11566,0.9473,0.6013,0.5445,0.1838,0.0,16078,12627,40629,0.3588
392,Karaikal,Puducherry,269530,92541,176988,0.3433,0.7883,0.6415,0.0869,0.1841,8614,7328,20908,0.039
393,Mahe,Puducherry,312609,68242,244366,0.2183,0.6342,0.5621,0.2791,0.1272,9506,9439,15232,0.056
394,Puducherry,Puducherry,1117672,130614,987057,0.1169,0.7659,0.6764,0.1213,0.2831,36910,37101,27334,0.1245
395,Yanam,Puducherry,102838,25786,77051,0.2507,0.7997,0.6513,0.1816,0.0486,4759,1994,5847,0.0949
396,Amritsar,Punjab,203233,116335,86897,0.5724,0.7167,0.553,0.1682,0.331,21721,10293,26527,0.124
397,Bathinda,Punjab,487194,311646,175547,0.6397,0.714,0.5976,0.1929,0.015,31589,28169,68210,0.0299
398,Faridkot,Punjab,397589,216821,180767,0.5453,0.685,0.595,0.183,0.1482,27688,19550,41353,0.0378
399,Fatehgarh Sahib,Punjab,574851,317088,257762,0.5516,0.7266,0.6357,0.152,0.05,35466,23638,66980,0.0888
400,Firozpur,Punjab,482515,264659,217855,0.5485,0.5581,0.4232,0.1863,0.056,28568,26837,65068,0.1319
401,Gurdaspur,Punjab,711514,420498,291015,0.591,0.6846,0.5086,0.1747,0.1207,65757,56381,96594,0.1449
402,Hoshiarpur,Punjab,313848,191140,122707,0.609,0.7675,0.6531,0.1087,0.0,41882,32541,40765,0.1017
403,Jalandhar,Punjab,248214,127594,120619,0.514,0.8521,0.7657,0.1832,0.0,24922,17537,24185,0.1594
404,Kapurthala,Punjab,1299671,824759,474911,0.6346,0.8057,0.6934,0.0854,0.0,86139,82264,167392,0.0737
405,Ludhiana,Punjab,348437,203052,145384,0.5828,0.668,0.5936,0.1442,0.2324,28994,25381,48542,0.0183
406,Mansa,Punjab,325096,220972,104123,0.6797,0.6634,0.5141,0.0893,0.2283,35179,26391,43327,0.0893
407,Moga,Punjab,116147,65547,50599,0.5643,0.6457,0.5241,0.1619,0.0,9976,7134,15851,0.1066
408,Muktsar,Punjab,490102,378670,111431,0.7726,0.7754,0.7215,0.2073,0.0,32731,35153,86486,0.1161
409,Nawan Shehar,Punjab,392795,209666,183128,0.5338,0.7457,0.6955,0.248,0.0808,36159,25320,51939,0.1126
410,Patiala,Punjab,2611295,1489099,1122195,0.5703,0.6973,0.5415,0.1648,0.1258,168312,169108,306158,0.0486
411,Rupnagar,Punjab,358748,213385,145362,0.5948,0.8859,0.7255,0.1709,0.0,39931,20335,42533,0.1265
412,Sangrur,Punjab,239593,163079,76513,0.6807,0.7433,0.5933,0.1471,0.1317,27067,12839,34367,0.1168
413,Ajmer,Rajasthan,509970,369412,140557,0.7244,0.7672,0.6607,0.0985,0.0,49023,41368,67412,0.3443
414,Alwar,Rajasthan,242759,153170,89588,0.631,0.72,0.6417,0.2058,0.0,22606,20148,32585,0.2917
415,Banswara,Rajasthan,293636,216248,77387,0.7365,0.7331,0.625,0.1564,0.1946,30354,25089,51934,0.3397
416,Baran,Rajasthan,678930,451828,227101,0.6655,0.6663,0.5818,0.1552,0.2047,41804,37472,110754,0.2945
417,Barmer,Rajasthan,749281,579352,169928,0.7732,0.7696,0.6935,0.1495,0.124,48356,52391,107734,0.2744
418,Bharatpur,Rajasthan,450388,271032,179355,0.6018,0.5763,0.422,0.1515,0.0,55653,23679,55751,0.2649
419,Bhilwara,Rajasthan,208822,162603,46218,0.7787,0.7687,0.7079,0.1752,0.1355,18044,17571,36866,0.2652
420,Bikaner,Rajasthan,201338,156133,45204,0.7755,0.6281,0.4923,0.1583,0.0,13295,15607,28827,0.2474
421,Bundi,Rajasthan,333677,294093,39583,0.8814,0.6658,0.5569,0.2231,0.1235,21177,20254,55680,0.304
422,Chittaurgarh,Rajasthan,687586,523870,163715,0.7619,0.7342,0.6159,0.1827,0.1407,64913,46249,124706,0.2875
423,Churu,Rajasthan,1247581,959646,287934,0.7692,0.6235,0.5285,0.1754,0.1709,148514,88602,223657,0.2952
424,Dausa,Rajasthan,656110,494399,161710,0.7535,0.6402,0.5321,0.1419,0.1028,35654,30015,94959,0.2815
425,Dhaulpur,Rajasthan,1781185,1275658,505526,0.7162,0.5974,0.4283,0.2661,0.0,149666,103480,313098,0.261
426,Dungarpur,Rajasthan,382301,312603,69697,0.8177,0.7728,0.6215,0.1122,0.1745,28502,22440,58944,0.2577
427,Ganganagar,Rajasthan,141176,109419,31756,0.7751,0.56,0.4473,0.0769,0.0234,14231,5538,20269,0.3203
428,Hanumangarh,Rajasthan,350163,239220,110942,0.6832,0.6399,0.5329,0.1619,0.0517,21592,20877,48170,0.3036
429,Jaipur,Rajasthan,338724,230533,108190,0.6806,0.6489,0.5892,0.0839,0.0,30053,16956,41942,0.3866
430,Jaisalmer,Rajasthan,1028347,836683,191663,0.8136,0.7737,0.6822,0.0,0.0265,68095,57046,153998,0.2905
431,Jalor,Rajasthan,686341,463166,223174,0.6748,0.5673,0.4078,0.1571,0.0052,39277,36882,88692,0.3567
432,Jhalawar,Rajasthan,309897,217723,92173,0.7026,0.7215,0.5962,0.1686,0.0,32855,17534,54107,0.2778
433,Jhunjhunun,Rajasthan,364539,296526,68012,0.8134,0.6097,0.4668,0.1688,0.167,32036,22303,69470,0.3062
434,Jodhpur,Rajasthan,509486,359252,150233,0.7051,0.7217,0.6327,0.1092,0.2764,58494,24793,89452,0.2597
435,Karauli,Rajasthan,175399,130835,44563,0.7459,0.619,0.5333,0.2291,0.0414,10040,9941,31115,0.3641
436,Kota,Rajasthan,2177025,1242523,934501,0.5707,0.6168,0.5505,0.0953,0.188,224148,100254,281236,0.3209
437,Nagaur,Rajasthan,340204,250036,90167,0.735,0.6617,0.5256,0.0639,0.0,21128,16828,53769,0.2791
438,Pali,Rajasthan,1510510,1059308,451201,0.7013,0.6558,0.5337,0.0809,0.0144,122072,71815,216394,0.3364
439,Rajsamand,Rajasthan,486215,326184,160030,0.6709,0.7182,0.654,0.2621,0.104,22544,17567,74081,0.3507
440,Sawai Madhopur,Rajasthan,183501,118453,65047,0.6455,0.639,0.4735,0.1256,0.2273,11211,12209,23385,0.3315
441,Sikar,Rajasthan,365685,332223,33461,0.9085,0.6845,0.6064,0.0,0.168,38920,19252,63615,0.3598
442,Sirohi,Rajasthan,519665,371146,148518,0.7142,0.6142,0.5135,0.1786,0.1451,43764,28047,85830,0.3176
443,Tonk,Rajasthan,223304,157323,65980,0.7045,0.6394,0.5075,0.1229,0.0779,15149,12209,30929,0.3411
