district_id,solid_fuel_pct,bank_account_pct,electricity_pct,mobile_ownership_pct,improved_water_pct,sanitation_pct,women_bank_account_pct,child_stunting_pct
337,0.5764,0.5719,0.6818,0.8014,0.5588,0.666,0.4494,0.3357
338,0.6186,0.5662,0.7327,0.7291,0.5135,0.5235,0.5379,0.3135
339,0.4028,0.6144,0.6573,0.6868,0.7638,0.5635,0.5192,0.3044
340,0.6027,0.5459,0.5112,0.5938,0.646,0.6045,0.4254,0.2772
341,0.6072,0.5006,0.6184,0.7246,0.5343,0.3942,0.3605,0.2943
342,0.4193,0.5235,0.5359,0.7573,0.7313,0.4314,0.4578,0.2435
343,0.4208,0.7995,0.6183,0.7205,0.487,0.6219,0.5164,0.1811
344,0.5441,0.5154,0.6696,0.7497,0.4577,0.673,0.3669,0.3486
345,0.4723,0.609,0.6645,0.7436,0.6167,0.5205,0.506,0.1974
346,0.3624,0.5572,0.7357,0.7605,0.7211,0.7017,0.5723,0.1446
347,0.495,0.6358,0.7686,0.8059,0.6205,0.6399,0.5032,0.2681
348,0.3056,0.6675,0.8115,0.7656,0.6827,0.7015,0.6322,0.4064
349,0.499,0.6433,0.8154,0.8537,0.5934,0.5957,0.5437,0.2547
350,0.3694,0.5272,0.7965,0.7583,0.7873,0.5691,0.5657,0.1985
351,0.3392,0.572,0.7037,0.749,0.6627,0.6467,0.4441,0.2933
352,0.4779,0.6554,0.7371,0.6872,0.5225,0.634,0.4937,0.1949
353,0.4478,0.5515,0.8624,0.8236,0.6711,0.6194,0.507,0.2266
354,0.6011,0.4556,0.533,0.5183,0.4953,0.5416,0.3871,0.399
355,0.5003,0.5524,0.6907,0.6327,0.6628,0.5918,0.4381,0.3058
356,0.4244,0.6688,0.6419,0.6728,0.583,0.5063,0.5175,0.2013
357,0.5564,0.6126,0.6665,0.6944,0.6648,0.4253,0.5606,0.1629
358,0.4227,0.529,0.7707,0.7976,0.6534,0.5871,0.3565,0.2891
359,0.4576,0.5425,0.6852,0.6927,0.6718,0.4419,0.4649,0.2196
360,0.4041,0.6824,0.6636,0.7806,0.6059,0.5732,0.5565,0.213
361,0.4834,0.5623,0.624,0.6466,0.7064,0.5669,0.4588,0.2867
362,0.4912,0.5173,0.5568,0.5694,0.5639,0.4374,0.422,0.262
363,0.7777,0.5224,0.5252,0.586,0.6318,0.6222,0.41,0.344
364,0.6416,0.5153,0.5924,0.6623,0.631,0.5332,0.4041,0.291
365,0.7886,0.4967,0.6319,0.6521,0.5786,0.496,0.4671,0.3608
366,0.593,0.4971,0.6062,0.6462,0.5192,0.6744,0.3455,0.3415
367,0.4844,0.5624,0.7625,0.6196,0.5201,0.5329,0.4356,0.3276
368,0.5787,0.5341,0.5243,0.5168,0.5386,0.381,0.5299,0.2403
369,0.432,0.6253,0.6058,0.6071,0.7343,0.465,0.5217,0.2464
370,0.6329,0.571,0.5532,0.6312,0.5327,0.547,0.4269,0.3903
371,0.5423,0.4989,0.5667,0.5695,0.5104,0.4568,0.4034,0.2661
372,0.6432,0.4703,0.5517,0.6217,0.6341,0.5114,0.3948,0.2342
373,0.5291,0.4053,0.637,0.6505,0.4725,0.4322,0.3032,0.2823
374,0.6086,0.5177,0.7187,0.7354,0.6708,0.5617,0.4189,0.325
375,0.5955,0.5921,0.6396,0.6504,0.5904,0.6412,0.4316,0.4078
376,0.6178,0.3799,0.5436,0.5166,0.6038,0.4085,0.3313,0.3936
377,0.4919,0.5569,0.5207,0.6405,0.7437,0.5403,0.4601,0.2429
378,0.5116,0.6235,0.5508,0.7068,0.4441,0.4046,0.5485,0.1901
379,0.6808,0.4823,0.5129,0.6362,0.4331,0.5529,0.3975,0.4169
380,0.6079,0.5133,0.5365,0.6499,0.4768,0.6653,0.4358,0.3189
381,0.3696,0.72,0.6434,0.8336,0.5794,0.471,0.6931,0.1686
382,0.5412,0.3513,0.5824,0.6399,0.5241,0.4225,0.2698,0.2879
383,0.7037,0.4917,0.5445,0.6453,0.5319,0.4208,0.4278,0.2725
384,0.6596,0.3553,0.5495,0.4973,0.5549,0.6136,0.2961,0.3786
385,0.7534,0.5781,0.56,0.6203,0.5517,0.454,0.4635,0.3327
386,0.6465,0.4285,0.5821,0.6396,0.6192,0.603,0.4994,0.2779
387,0.5041,0.621,0.57,0.6665,0.5176,0.3206,0.534,0.2559
388,0.6717,0.5558,0.4972,0.6259,0.3547,0.3752,0.5042,0.2707
389,0.7138,0.3495,0.5081,0.5609,0.5807,0.4673,0.3292,0.4128
390,0.521,0.6586,0.5513,0.6029,0.6131,0.3982,0.5885,0.2732
391,0.6994,0.5069,0.5441,0.6417,0.4628,0.3919,0.4546,0.3073
392,0.3711,0.6643,0.9001,0.7989,0.6592,0.6008,0.5625,0.2511
393,0.5814,0.5466,0.8873,0.8173,0.8235,0.8084,0.5431,0.2832
394,0.2928,0.6975,0.9454,0.9538,0.8674,0.9426,0.6238,0.2353
395,0.2745,0.7013,0.832,0.8624,0.7292,0.7927,0.5912,0.2567
396,0.266,0.6225,0.7745,0.8561,0.6868,0.7323,0.5376,0.2512
397,0.5351,0.6067,0.6478,0.6981,0.5191,0.6239,0.5162,0.2357
398,0.4612,0.6176,0.7579,0.6656,0.5334,0.6857,0.4562,0.2916
399,0.6032,0.731,0.7616,0.7955,0.8147,0.4613,0.5981,0.2787
400,0.5814,0.5612,0.6903,0.6773,0.6135,0.5556,0.4496,0.3342
401,0.4495,0.6486,0.7332,0.7901,0.5324,0.4816,0.5511,0.4062
402,0.5482,0.6136,0.7311,0.8056,0.5078,0.7058,0.5132,0.2271
403,0.3716,0.8044,0.7271,0.7208,0.6716,0.5218,0.6687,0.2381
404,0.4652,0.7578,0.7383,0.9206,0.5626,0.6352,0.6222,0.2498
405,0.519,0.6881,0.6739,0.8019,0.6726,0.5982,0.612,0.2771
406,0.5657,0.5494,0.6257,0.6757,0.4614,0.6197,0.4052,0.2688
407,0.5917,0.6076,0.6147,0.7045,0.6675,0.6071,0.5837,0.2399
408,0.293,0.7158,0.6192,0.6277,0.5555,0.6322,0.5453,0.3351
409,0.3898,0.6399,0.6747,0.7686,0.6292,0.5314,0.6852,0.213
410,0.4596,0.6605,0.8021,0.8022,0.5328,0.6263,0.4674,0.3001
411,0.2199,0.6968,0.7391,0.8507,0.6007,0.7456,0.6284,0.2082
412,0.3751,0.7508,0.6362,0.8398,0.7576,0.6123,0.6897,0.0735
413,0.4431,0.7293,0.7099,0.6655,0.5592,0.3861,0.6405,0.126
414,0.5775,0.6948,0.6679,0.7651,0.5933,0.6085,0.5332,0.2736
415,0.3559,0.495,0.6459,0.7066,0.6008,0.5066,0.5151,0.2653
416,0.5521,0.5802,0.7172,0.7346,0.6357,0.6186,0.4019,0.1861
417,0.4556,0.6403,0.6736,0.7314,0.6146,0.4574,0.5437,0.1611
418,0.6301,0.3584,0.692,0.5797,0.5888,0.6372,0.316,0.2514
419,0.4091,0.5483,0.5575,0.7357,0.6112,0.5731,0.4962,0.2371
420,0.5532,0.4588,0.5934,0.5797,0.4997,0.5216,0.3841,0.4561
421,0.4478,0.5572,0.5094,0.6334,0.5078,0.5397,0.4511,0.2684
422,0.4544,0.526,0.6095,0.6918,0.5773,0.5812,0.4354,0.2411
423,0.4405,0.5678,0.5822,0.7027,0.6746,0.5039,0.4314,0.293
424,0.5911,0.5221,0.5984,0.7032,0.6138,0.5024,0.3611,0.3145
425,0.5323,0.5228,0.6406,0.5421,0.5916,0.569,0.4762,0.3146
426,0.3054,0.7463,0.648,0.6507,0.4917,0.5437,0.6683,0.1919
427,0.6956,0.3505,0.5498,0.5011,0.4957,0.6075,0.4008,0.3527
428,0.5053,0.5284,0.6784,0.5895,0.5492,0.6551,0.3969,0.2537
429,0.55,0.5714,0.6263,0.6929,0.6445,0.6948,0.4794,0.2812
430,0.5846,0.6192,0.5631,0.7391,0.642,0.5546,0.5215,0.1562
431,0.609,0.5685,0.5818,0.634,0.5666,0.4947,0.4956,0.3384
432,0.5277,0.5449,0.581,0.736,0.5487,0.6919,0.5574,0.3564
433,0.5184,0.5581,0.6401,0.6877,0.5276,0.5861,0.4744,0.3067
434,0.3701,0.6586,0.6493,0.7477,0.6073,0.575,0.5575,0.2848
435,0.5635,0.4243,0.6539,0.6118,0.4703,0.4539,0.3748,0.3051
436,0.393,0.4974,0.7535,0.6672,0.6156,0.6681,0.4626,0.3546
437,0.3223,0.6838,0.6702,0.8315,0.5169,0.4149,0.5816,0.2532
438,0.5978,0.6327,0.6463,0.6732,0.6314,0.5327,0.5208,0.3263
439,0.5933,0.6863,0.6669,0.5965,0.5869,0.5222,0.5769,0.2105
440,0.5517,0.4704,0.6056,0.7638,0.5288,0.5696,0.4476,0.3431
441,0.6068,0.603,0.6097,0.7429,0.5615,0.3449,0.4861,0.3007
442,0.5299,0.6355,0.634,0.6694,0.6757,0.5244,0.549,0.3357
443,0.4411,0.5235,0.6875,0.6827,0.706,0.4358,0.3605,0.3304
444,0.6444,0.5058,0.6863,0.7223,0.543,0.5168,0.4394,0.3502
445,0.5122,0.4738,0.6446,0.683,0.6059,0.5186,0.4651,0.2962
446,0.5616,0.4007,0.6169,0.6983,0.6247,0.5945,0.3682,0.4233
447,0.5621,0.3853,0.4996,0.5685,0.4482,0.4587,0.3902,0.4038
448,0.6001,0.7016,0.5957,0.5685,0.647,0.3848,0.5586,0.2962
449,0.4932,0.5586,0.7169,0.7565,0.7613,0.6773,0.4333,0.2126
450,0.4046,0.6393,0.7803,0.7214,0.4875,0.6925,0.4985,0.2826
451,0.3589,0.604,0.7544,0.9316,0.7012,0.6562,0.5313,0.1353
452,0.416,0.3921,0.8589,0.8451,0.7105,0.6819,0.2557,0.2826
453,0.576,0.6655,0.7252,0.6801,0.7597,0.6485,0.4778,0.1784
454,0.3527,0.6299,0.7349,0.7329,0.6928,0.6301,0.5885,0.2184
455,0.7606,0.5279,0.6845,0.6703,0.6302,0.5093,0.4634,0.1849
456,0.4954,0.4992,0.7552,0.8029,0.8602,0.5988,0.4168,0.2344
457,0.4446,0.5193,0.775,0.7055,0.8298,0.6629,0.3909,0.2618
458,0.4237,0.6279,0.7483,0.7038,0.6744,0.778,0.5954,0.3371
459,0.4922,0.6176,0.8405,0.725,0.543,0.7313,0.4747,0.2416
460,0.5222,0.5954,0.7564,0.7767,0.6457,0.5786,0.5115,0.2387
461,0.4321,0.8069,0.8167,0.8243,0.6392,0.779,0.7239,0.2642
462,0.5231,0.6404,0.8351,0.7701,0.6692,0.7342,0.4992,0.2327
463,0.433,0.5256,0.8072,0.7298,0.6224,0.6509,0.4487,0.2256
464,0.5292,0.5273,0.7635,0.6967,0.7821,0.5386,0.4379,0.2737
465,0.4612,0.5573,0.7382,0.7856,0.7417,0.6864,0.4145,0.2097
466,0.6147,0.452,0.7291,0.7182,0.6243,0.8217,0.3635,0.3251
467,0.4224,0.6325,0.807,0.7267,0.6631,0.6008,0.4804,0.3084
468,0.4298,0.4354,0.8589,0.7216,0.6516,0.7855,0.363,0.2639
469,0.3759,0.4839,0.7833,0.7992,0.7126,0.658,0.4123,0.1782
470,0.5185,0.6119,0.8523,0.7599,0.5838,0.6501,0.5037,0.2779
471,0.4673,0.5451,0.6225,0.7659,0.7271,0.6099,0.504,0.2981
472,0.4911,0.5699,0.7179,0.8215,0.6628,0.6605,0.4613,0.2378
473,0.4528,0.6223,0.8004,0.6247,0.6485,0.6365,0.4603,0.2768
474,0.4206,0.5736,0.8656,0.8289,0.7202,0.6998,0.4793,0.3609
475,0.6625,0.42,0.6691,0.7259,0.6665,0.5391,0.3784,0.3222
476,0.5045,0.6725,0.6571,0.7837,0.5626,0.5573,0.545,0.2874
477,0.4615,0.6897,0.8583,0.7196,0.4384,0.7422,0.5692,0.2084
478,0.4099,0.5998,0.8174,0.7818,0.7561,0.6872,0.4944,0.2246
479,0.6225,0.567,0.7411,0.6697,0.6425,0.6321,0.4628,0.2468
480,0.4846,0.5224,0.7336,0.7795,0.5217,0.5587,0.4261,0.3337
481,0.4333,0.5953,0.62,0.7686,0.5947,0.5448,0.4931,0.3025
482,0.457,0.4921,0.7683,0.7167,0.6856,0.6338,0.4166,0.2741
483,0.4151,0.8395,0.7841,0.7506,0.718,0.6048,0.6758,0.1508
484,0.6689,0.5292,0.6433,0.7095,0.6165,0.5159,0.4144,0.3363
485,0.4649,0.513,0.8058,0.7396,0.7925,0.5653,0.427,0.227
486,0.3368,0.6487,0.8193,0.7953,0.5642,0.5027,0.4654,0.187
487,0.4656,0.5781,0.5254,0.6935,0.6567,0.6526,0.3967,0.2227
488,0.4999,0.5273,0.6412,0.7953,0.6389,0.5936,0.5278,0.3032
489,0.531,0.5496,0.6102,0.6861,0.7778,0.6231,0.4809,0.2129
490,0.6495,0.4279,0.5696,0.6365,0.7501,0.6809,0.3411,0.2774
491,0.3553,0.644,0.6083,0.748,0.6104,0.4864,0.5752,0.2001
492,0.6146,0.4976,0.655,0.6896,0.5854,0.5876,0.3445,0.2461
493,0.5285,0.4598,0.5998,0.6515,0.6709,0.5301,0.4423,0.3052
494,0.6027,0.4858,0.5727,0.6639,0.5075,0.3209,0.327,0.3109
495,0.4294,0.6159,0.6336,0.5945,0.4775,0.5757,0.4679,0.2568
496,0.5875,0.4618,0.6343,0.6867,0.6559,0.5033,0.4436,0.3067
497,0.3725,0.5329,0.6405,0.6754,0.5316,0.5486,0.484,0.3596
498,0.4213,0.4652,0.5629,0.7086,0.5375,0.4518,0.4313,0.3399
499,0.672,0.3806,0.5744,0.5724,0.5241,0.425,0.3698,0.3684
500,0.7451,0.538,0.6054,0.57,0.6417,0.5151,0.5875,0.3525
501,0.6634,0.5263,0.5788,0.6145,0.5721,0.5203,0.5051,0.3247
502,0.5942,0.4431,0.5645,0.7343,0.5474,0.5983,0.3905,0.3516
503,0.5544,0.4829,0.5974,0.7798,0.5985,0.6246,0.4797,0.278
504,0.6736,0.4599,0.5716,0.6185,0.6385,0.4945,0.3746,0.3304
505,0.8224,0.3389,0.5619,0.5731,0.4689,0.4174,0.3214,0.3825
506,0.5779,0.6287,0.6625,0.7083,0.5081,0.5337,0.5593,0.2365
507,0.4508,0.3929,0.6118,0.6735,0.4673,0.5815,0.3416,0.3767
508,0.5825,0.4749,0.6718,0.7233,0.5459,0.448,0.4087,0.2439
509,0.6486,0.5169,0.7256,0.5489,0.594,0.6394,0.3949,0.2837
510,0.5358,0.4972,0.6166,0.5809,0.5482,0.5405,0.4118,0.2438
511,0.7211,0.5226,0.529,0.5347,0.4764,0.5192,0.458,0.3654
512,0.6504,0.3656,0.6209,0.5568,0.5702,0.3664,0.2823,0.4114
513,0.4835,0.6331,0.4871,0.6393,0.5374,0.6256,0.4796,0.2992
514,0.6701,0.4681,0.609,0.6664,0.4607,0.4958,0.4617,0.3353
515,0.5994,0.5058,0.624,0.6781,0.5138,0.6024,0.4958,0.349
516,0.524,0.4438,0.5998,0.6542,0.4297,0.5508,0.4416,0.342
517,0.5421,0.4554,0.6265,0.637,0.6039,0.5536,0.4417,0.2574
518,0.5145,0.5979,0.6082,0.7517,0.6277,0.611,0.5295,0.2414
519,0.6063,0.3632,0.6503,0.6004,0.5924,0.5308,0.2465,0.2894
520,0.8058,0.4444,0.5462,0.5796,0.6434,0.5406,0.3044,0.4377
521,0.6928,0.4828,0.5367,0.6936,0.5983,0.3943,0.3987,0.4758
522,0.6174,0.4391,0.5522,0.7387,0.6331,0.6011,0.3857,0.3877
523,0.5796,0.4614,0.6362,0.7056,0.6125,0.4781,0.3954,0.2583
524,0.2951,0.6983,0.5988,0.6943,0.6167,0.6153,0.6203,0.3253
525,0.5841,0.5906,0.6268,0.5982,0.637,0.3436,0.4727,0.2741
526,0.5615,0.45,0.6935,0.6937,0.5113,0.4687,0.3186,0.3636
527,0.5102,0.4398,0.6463,0.7187,0.6561,0.5361,0.3552,0.3836
528,0.5216,0.627,0.6537,0.7531,0.4923,0.5483,0.4725,0.2357
529,0.676,0.4894,0.6533,0.7502,0.5669,0.587,0.4426,0.3064
530,0.6464,0.6716,0.5067,0.5672,0.4267,0.5082,0.6273,0.2505
531,0.4356,0.4587,0.6157,0.6282,0.5664,0.4517,0.4406,0.3332
532,0.6652,0.4895,0.6647,0.6719,0.5202,0.5646,0.4557,0.3837
533,0.6967,0.3825,0.5173,0.5646,0.5542,0.4493,0.2689,0.2935
534,0.4495,0.2683,0.6059,0.7745,0.7172,0.444,0.2356,0.2709
535,0.4753,0.4416,0.6135,0.6487,0.5961,0.5712,0.3585,0.3104
536,0.3774,0.5655,0.5374,0.7555,0.5158,0.3813,0.4775,0.1706
537,0.7274,0.4666,0.6661,0.72,0.5081,0.5373,0.4243,0.3205
538,0.6343,0.4139,0.6167,0.6039,0.5803,0.5534,0.3852,0.3375
539,0.5936,0.6287,0.6573,0.6624,0.5476,0.5477,0.5098,0.1972
540,0.5026,0.6403,0.576,0.7563,0.6762,0.4223,0.5954,0.101
541,0.5668,0.6349,0.6023,0.6529,0.6357,0.3985,0.5433,0.3016
542,0.6973,0.4933,0.5414,0.5974,0.4353,0.5394,0.4206,0.2501
543,0.4622,0.572,0.6038,0.6256,0.5421,0.5024,0.4483,0.2628
544,0.6046,0.4889,0.5881,0.7756,0.723,0.4215,0.3698,0.2497
545,0.6815,0.4751,0.649,0.775,0.5881,0.5864,0.4299,0.2864
546,0.6318,0.4951,0.7214,0.6529,0.5547,0.4782,0.3747,0.2681
547,0.3385,0.5552,0.6255,0.7418,0.6212,0.5014,0.449,0.2638
548,0.6366,0.5255,0.6356,0.6424,0.4822,0.593,0.4568,0.3372
549,0.6698,0.703,0.5614,0.6187,0.4254,0.5138,0.6034,0.3104
550,0.4178,0.6229,0.663,0.7163,0.5293,0.636,0.632,0.2006
551,0.5878,0.3626,0.7221,0.5976,0.575,0.4968,0.2974,0.3402
552,0.4014,0.5354,0.596,0.7695,0.6018,0.4392,0.4315,0.3605
553,0.6594,0.4477,0.5707,0.6188,0.5046,0.3643,0.3466,0.3838
554,0.648,0.4224,0.5765,0.72,0.552,0.546,0.3292,0.3426
555,0.633,0.4171,0.5984,0.6794,0.5092,0.5085,0.39,0.2953
556,0.6368,0.5664,0.6137,0.5547,0.5376,0.548,0.5687,0.3076
557,0.7435,0.362,0.6039,0.6885,0.5079,0.5778,0.3443,0.3674
558,0.5393,0.4784,0.6943,0.6983,0.5848,0.4766,0.4086,0.3028
559,0.6973,0.5073,0.4904,0.4913,0.5234,0.3072,0.4151,0.3092
560,0.5424,0.7557,0.5132,0.832,0.5303,0.5347,0.5716,0.284
561,0.6126,0.5022,0.4784,0.6304,0.6097,0.4587,0.4856,0.3681
562,0.5571,0.6045,0.6293,0.6484,0.5912,0.5319,0.3823,0.2984
563,0.3576,0.7718,0.6902,0.7662,0.523,0.4403,0.6232,0.3103
564,0.4408,0.4436,0.7192,0.8102,0.7261,0.6404,0.4372,0.2719
565,0.2337,0.7171,0.708,0.7669,0.567,0.5094,0.5594,0.2837
566,0.6965,0.5505,0.6842,0.6354,0.6568,0.6933,0.3915,0.309
567,0.5408,0.6397,0.7643,0.8469,0.5866,0.6293,0.5479,0.2208
568,0.5932,0.5739,0.6649,0.6221,0.5604,0.5221,0.4457,0.3103
569,0.4806,0.7271,0.6443,0.7188,0.7235,0.5756,0.6195,0.2087
570,0.6016,0.6722,0.7291,0.716,0.5312,0.7082,0.6142,0.2322
571,0.5286,0.6449,0.8033,0.8762,0.5554,0.6735,0.5873,0.3451
572,0.4844,0.6593,0.6527,0.6145,0.5806,0.552,0.5075,0.2866
573,0.6277,0.5756,0.5958,0.6656,0.5682,0.5381,0.5448,0.293
574,0.416,0.5275,0.6948,0.7775,0.7187,0.7108,0.4549,0.3187
575,0.4073,0.6126,0.5956,0.695,0.8266,0.5706,0.4775,0.285
576,0.4794,0.5136,0.7718,0.7707,0.6251,0.5393,0.4211,0.3524
577,0.5302,0.3687,0.8355,0.7432,0.6602,0.6905,0.3366,0.3254
578,0.5877,0.3977,0.6199,0.7165,0.5172,0.455,0.3991,0.3097
579,0.5788,0.4582,0.6406,0.5554,0.5543,0.56,0.4006,0.3842
580,0.5896,0.7832,0.6854,0.7296,0.5104,0.5409,0.695,0.2441
581,0.5068,0.66,0.6523,0.7967,0.6121,0.5107,0.5193,0.1766
582,0.5248,0.5633,0.5842,0.5508,0.4821,0.4752,0.4338,0.3088
583,0.6068,0.4208,0.6135,0.6508,0.507,0.4938,0.381,0.298
584,0.3816,0.4831,0.6376,0.6281,0.5618,0.675,0.3417,0.2596
585,0.7788,0.5311,0.5752,0.6238,0.5908,0.6123,0.4249,0.2725
586,0.4196,0.5969,0.5289,0.6492,0.4726,0.5744,0.4819,0.2827
587,0.4706,0.5085,0.5818,0.6304,0.7703,0.6072,0.4258,0.4741
588,0.446,0.657,0.6156,0.7023,0.5098,0.6102,0.5613,0.2481
589,0.7169,0.4306,0.6382,0.6815,0.4648,0.4695,0.3687,0.3671
590,0.6753,0.5187,0.6539,0.6337,0.6345,0.5489,0.4272,0.2922
591,0.6005,0.5101,0.5962,0.7019,0.337,0.4925,0.3761,0.3505
592,0.5079,0.5255,0.6316,0.647,0.5436,0.5408,0.4256,0.2602
593,0.3942,0.5682,0.6127,0.7286,0.4284,0.5628,0.5212,0.2865
594,0.5621,0.6129,0.7509,0.6701,0.4973,0.4342,0.6088,0.3597
