district_id,district_name,state,population,rural_population,urban_population,rural_fraction,literacy_rate,female_literacy,sc_pct,st_pct,cultivators,agri_laborers,rural_households,poverty_rate_proxy,solid_fuel_pct,bank_account_pct,electricity_pct,mobile_ownership_pct,improved_water_pct,sanitation_pct,women_bank_account_pct,child_stunting_pct,pmuy_eligible,pmuy_connections,pmuy_coverage,pmkisan_eligible,pmkisan_beneficiaries,pmkisan_coverage
110,Junagadh,Daman and Diu,359147,50240,308906,0.1399,0.6879,0.5538,0.1929,0.0631,19259,17792,12286,0.0544,0.4249,0.5124,0.8201,0.856,0.7423,0.7853,0.4634,0.1807,33468,24357,0.728,125459,93656,0.7465
111,Delhi,Delhi,1738246,34764,1703481,0.02,0.6451,0.5673,0.0759,0.0,11686,7708,6571,0.0713,0.5889,0.5239,0.9476,0.8558,0.9037,0.8137,0.3391,0.2924,24806,19151,0.7723,65670,54479,0.8296
112,North Goa,Goa,204869,63435,141433,0.3096,0.8847,0.8003,0.2121,0.0213,8918,3684,15244,-0.0115,0.3393,0.6796,0.8605,0.8588,0.5997,0.8001,0.5495,0.1578,33160,24677,0.7444,42671,37250,0.873
113,South Goa,Goa,59884,17029,42854,0.2844,0.8177,0.6697,0.2403,0.1293,1739,1567,3796,0.1218,0.3373,0.7815,0.8477,0.8567,0.6794,0.7822,0.7318,0.2272,8206,6629,0.8085,11194,9206,0.8226
114,Ahmadabad,Gujarat,566726,348703,218022,0.6153,0.6385,0.4613,0.0671,0.0904,46689,23608,77807,0.1609,0.6057,0.5852,0.6126,0.6436,0.599,0.5308,0.4442,0.1925,302155,177426,0.5872,238034,226132,0.95
115,Amreli,Gujarat,1253567,842595,410971,0.6722,0.6069,0.5103,0.1128,0.2054,118714,86309,183682,0.1827,0.474,0.4979,0.649,0.6214,0.6047,0.5221,0.4778,0.2994,558219,398867,0.7145,694234,529336,0.7625
116,Anand,Gujarat,785314,542921,242392,0.6913,0.6212,0.4856,0.0992,0.0046,60719,33683,127773,0.2457,0.6279,0.5422,0.5776,0.6669,0.4938,0.5402,0.4237,0.3164,514383,336495,0.6542,319657,244718,0.7656
117,Banas Kantha,Gujarat,391574,248125,143448,0.6337,0.6457,0.4975,0.1419,0.0,33973,25236,60832,0.2813,0.4394,0.5499,0.7043,0.7506,0.5488,0.5769,0.4766,0.3641,171373,109925,0.6415,200489,150960,0.753
118,Bharuch,Gujarat,268349,160967,107381,0.5998,0.6333,0.5827,0.108,0.2744,15269,17363,30496,0.2094,0.4348,0.4745,0.827,0.6803,0.4688,0.546,0.2649,0.3113,85010,48086,0.5657,110496,76638,0.6936
119,Bhavnagar,Gujarat,684655,393565,291089,0.5748,0.6945,0.6015,0.1484,0.3204,49621,31334,76237,0.2095,0.5667,0.5265,0.6854,0.7877,0.4875,0.5165,0.4361,0.2319,276996,171335,0.6185,274124,223630,0.8158
120,Dahod,Gujarat,445125,283828,161296,0.6376,0.5667,0.4055,0.069,0.0,31142,17423,54410,0.2071,0.5869,0.3932,0.669,0.6469,0.6527,0.5723,0.3446,0.2617,204739,147131,0.7186,164447,118741,0.7221
121,Gandhinagar,Gujarat,296297,110087,186209,0.3715,0.6073,0.502,0.0,0.0383,21671,15972,24869,0.1786,0.5907,0.493,0.7645,0.7922,0.631,0.7674,0.4913,0.3454,94185,64519,0.6851,127464,95085,0.746
122,Jamnagar,Gujarat,1573763,871494,702268,0.5538,0.7033,0.593,0.2333,0.0,100663,82675,214646,0.2039,0.4143,0.4448,0.7731,0.7476,0.5742,0.7013,0.335,0.253,570157,393526,0.6902,620806,463933,0.7473
123,Junagadh,Gujarat,457872,202786,255085,0.4429,0.6683,0.5938,0.0185,0.0,36466,32880,37129,0.1429,0.5516,0.4901,0.751,0.8109,0.684,0.7438,0.4733,0.2841,131307,85080,0.648,234814,171067,0.7285
124,Kachchh,Gujarat,613116,482436,130679,0.7869,0.662,0.5563,0.1799,0.1327,54847,39180,118809,0.2429,0.3622,0.4853,0.6558,0.5806,0.5378,0.5413,0.486,0.2579,275900,175675,0.6367,318387,206418,0.6483
125,Kheda,Gujarat,753695,423025,330669,0.5613,0.6593,0.4876,0.0596,0.1223,57377,51966,78722,0.2208,0.4772,0.5567,0.7249,0.7081,0.7156,0.5514,0.4792,0.3029,240855,143201,0.5946,370249,278075,0.7511
126,Mahesana,Gujarat,295619,159567,136051,0.5398,0.7411,0.5652,0.2103,0.0344,29735,12027,30101,0.2433,0.4291,0.6887,0.7397,0.8099,0.6536,0.6586,0.5538,0.2031,82811,58024,0.7007,141411,122886,0.869
127,Narmada,Gujarat,107817,68607,39209,0.6363,0.7053,0.5327,0.1483,0.1237,8948,7796,12570,0.2428,0.5973,0.644,0.6354,0.7362,0.4192,0.5464,0.5954,0.2472,48137,33602,0.6981,56697,45756,0.8071
128,Navsari,Gujarat,50000,27230,22769,0.5446,0.6655,0.5685,0.1566,0.2299,3687,2154,5046,0.228,0.5315,0.3545,0.6956,0.7441,0.6738,0.6826,0.2908,0.2901,17189,11630,0.677,19778,16991,0.8591
129,Panch Mahals,Gujarat,234674,142441,92232,0.607,0.546,0.3692,0.1922,0.0581,24384,11077,34966,0.1546,0.5173,0.4498,0.6033,0.5407,0.5311,0.672,0.3688,0.3476,115965,70815,0.6107,120075,99836,0.8315
130,Patan,Gujarat,244427,127969,116457,0.5235,0.7256,0.557,0.1956,0.0789,23145,14973,24162,0.2818,0.4308,0.4914,0.7825,0.6278,0.5986,0.6319,0.4292,0.2243,66731,43207,0.6475,129072,104624,0.8106
131,Porbandar,Gujarat,1082004,542979,539024,0.5018,0.833,0.7261,0.218,0.0834,80472,43750,121170,0.2345,0.2367,0.652,0.7284,0.7698,0.7271,0.5809,0.5692,0.2095,183882,135507,0.737,420631,394616,0.9382
132,Rajkot,Gujarat,174703,111103,63599,0.636,0.7415,0.5976,0.2022,0.0475,8735,8005,23246,0.2113,0.5472,0.621,0.7335,0.7332,0.644,0.4887,0.3959,0.2602,81554,54651,0.6702,56683,45160,0.7967
133,Sabar Kantha,Gujarat,254742,84969,169772,0.3336,0.5897,0.4776,0.1035,0.1233,12854,11793,20844,0.287,0.5961,0.5345,0.7583,0.8175,0.6631,0.714,0.4841,0.3966,79663,53048,0.666,83457,64346,0.771
134,Surat,Gujarat,1218525,664674,553850,0.5455,0.6355,0.5776,0.1857,0.0674,82552,66438,125781,0.231,0.5208,0.4945,0.634,0.8018,0.6701,0.6406,0.5761,0.3126,419993,328782,0.7828,504499,391805,0.7766
135,Surendranagar,Gujarat,1510958,904437,606520,0.5986,0.7444,0.5695,0.0902,0.1352,129711,105643,192861,0.1645,0.3602,0.619,0.6607,0.7287,0.5882,0.5683,0.4565,0.32,445395,284895,0.6397,796938,726422,0.9115
136,The Dangs,Gujarat,88071,50971,37099,0.5788,0.7558,0.6243,0.0,0.0571,4972,5936,12045,0.1616,0.4771,0.6266,0.7575,0.7904,0.6484,0.6676,0.5393,0.2685,36840,28223,0.7662,36935,29987,0.8119
137,Vadodara,Gujarat,519167,319321,199845,0.6151,0.685,0.5361,0.2044,0.0,43247,23652,72406,0.1793,0.5738,0.5936,0.6799,0.8113,0.5772,0.6184,0.5253,0.2362,266373,163872,0.6152,226528,172174,0.7601
138,Valsad,Gujarat,355703,185035,170667,0.5202,0.602,0.5429,0.0727,0.1187,26416,15188,35373,0.1685,0.5058,0.4869,0.6877,0.6095,0.5918,0.631,0.4772,0.3382,114708,82586,0.72,140876,115646,0.8209
139,Ambala,Haryana,1045616,707278,338337,0.6764,0.6802,0.5792,0.0025,0.0748,103920,63836,151834,0.1185,0.3155,0.6231,0.6376,0.732,0.5959,0.552,0.5245,0.2645,307131,225538,0.7343,568043,428694,0.7547
140,Bhiwani,Haryana,73278,37768,35509,0.5154,0.7097,0.5388,0.2418,0.0422,6121,3593,7079,0.2154,0.5913,0.6019,0.7901,0.8082,0.6987,0.5107,0.5674,0.233,26832,17747,0.6614,32892,27512,0.8365
141,Faridabad,Haryana,257926,189913,68012,0.7363,0.7789,0.7268,0.0006,0.1541,25842,18148,36140,0.0874,0.5078,0.594,0.602,0.8608,0.5026,0.6415,0.5108,0.208,117657,73277,0.6228,148955,125351,0.8415
142,Fatehabad,Haryana,168124,119357,48766,0.7099,0.5769,0.3976,0.2561,0.0487,15833,10028,24311,0.2202,0.6059,0.3993,0.6307,0.5815,0.5554,0.5962,0.3521,0.2552,94441,48977,0.5186,87568,65880,0.7523
143,Gurgaon,Haryana,87152,51048,36103,0.5857,0.7336,0.6615,0.0403,0.0,6724,6155,10164,0.1007,0.5398,0.6231,0.6853,0.7945,0.6109,0.5308,0.622,0.2434,35173,23690,0.6737,43609,37646,0.8633
144,Hisar,Haryana,671471,479920,191550,0.7147,0.6848,0.5161,0.1598,0.0,42306,30094,88110,0.1123,0.5171,0.5537,0.7101,0.668,0.462,0.5036,0.537,0.3123,292115,208419,0.7135,245155,173210,0.7065
145,Jhajjar,Haryana,649379,339646,309732,0.523,0.6968,0.5459,0.1739,0.0784,38171,21703,69932,0.2291,0.4745,0.6884,0.7676,0.7278,0.6298,0.6532,0.5436,0.2527,212747,134314,0.6313,202741,165270,0.8152
146,Jind,Haryana,477625,355911,121713,0.7452,0.6843,0.529,0.1008,0.0657,30281,18326,82900,0.1356,0.5518,0.4636,0.6293,0.6749,0.6587,0.4097,0.375,0.2558,293288,196609,0.6704,164589,124873,0.7587
147,Kaithal,Haryana,119473,64181,55291,0.5372,0.6828,0.5431,0.1765,0.1343,13928,6538,12597,0.1907,0.5843,0.5773,0.8115,0.7737,0.606,0.6385,0.473,0.3121,47188,28364,0.6012,69300,65833,0.95
148,Karnal,Haryana,896408,673348,223059,0.7512,0.5955,0.5214,0.2451,0.141,101953,69764,153066,0.1139,0.4921,0.4485,0.6414,0.7211,0.3985,0.6148,0.3742,0.2228,482935,311747,0.6455,581455,460564,0.7921
149,Kurukshetra,Haryana,350087,229757,120329,0.6563,0.6475,0.5453,0.354,0.0,23751,17875,46332,0.1953,0.3075,0.4433,0.666,0.6885,0.6538,0.5285,0.3214,0.276,91344,53843,0.5895,140950,104445,0.741
150,Mahendragarh,Haryana,927645,617249,310395,0.6654,0.7742,0.614,0.2613,0.125,84626,72786,120088,0.0905,0.4499,0.6742,0.6492,0.8081,0.5507,0.5278,0.546,0.2766,346395,244804,0.7067,533017,387660,0.7273
151,Panchkula,Haryana,454273,334690,119582,0.7368,0.5714,0.4641,0.1506,0.0555,38060,26362,75520,0.0889,0.6059,0.4371,0.6659,0.7669,0.5957,0.6059,0.4233,0.2975,293371,185748,0.6332,218141,192037,0.8803
152,Panipat,Haryana,109788,71831,37956,0.6543,0.6867,0.5609,0.1375,0.0,7735,7427,14317,0.1537,0.5182,0.4939,0.6654,0.6749,0.5715,0.5231,0.4055,0.3025,47567,28710,0.6036,51340,39678,0.7729
153,Rewari,Haryana,103389,70415,32973,0.6811,0.5718,0.428,0.159,0.3664,8409,5394,12849,0.085,0.6011,0.3555,0.6046,0.5585,0.6152,0.5772,0.315,0.2964,49516,30845,0.623,46738,32693,0.6995
154,Rohtak,Haryana,433294,281710,151583,0.6502,0.7147,0.5623,0.1437,0.0,34811,32836,62528,0.167,0.513,0.5746,0.6259,0.7718,0.6704,0.6493,0.458,0.3156,205655,128974,0.6272,229061,190192,0.8303
155,Sirsa,Haryana,484862,286998,197863,0.5919,0.6754,0.5967,0.0782,0.0155,37558,32274,54174,0.0749,0.4794,0.6198,0.6728,0.7059,0.4287,0.5772,0.5314,0.2474,166513,105097,0.6312,236460,205223,0.8679
156,Sonepat,Haryana,323477,232853,90623,0.7198,0.6576,0.5101,0.1391,0.0,22218,19223,45048,0.1093,0.6864,0.4776,0.6154,0.6305,0.539,0.6158,0.4799,0.2542,198244,146124,0.7371,140324,118538,0.8447
157,Yamuna Nagar,Haryana,90203,60101,30101,0.6663,0.616,0.4737,0.1599,0.0,8206,5677,12115,0.1022,0.516,0.4426,0.722,0.742,0.5916,0.459,0.3109,0.3179,40078,26107,0.6515,47009,37423,0.7961
158,Bilaspur,Himachal Pradesh,317691,271156,46534,0.8535,0.5507,0.4255,0.1421,0.0,27383,13753,63746,0.0539,0.6887,0.3235,0.5527,0.7017,0.5265,0.573,0.3074,0.2932,281472,143848,0.5111,139291,110723,0.7949
159,Chamba,Himachal Pradesh,837228,659890,177337,0.7882,0.6636,0.4849,0.2289,0.0917,51479,41048,133409,0.1611,0.5245,0.5551,0.5698,0.616,0.6841,0.449,0.5257,0.2572,448633,280119,0.6244,313308,254145,0.8112
160,Hamirpur,Himachal Pradesh,353392,311992,41399,0.8828,0.6091,0.5009,0.214,0.0,27389,13835,73751,0.0594,0.5989,0.5571,0.5388,0.6621,0.3714,0.4995,0.3501,0.2893,283190,204322,0.7215,139589,116980,0.838
161,Kangra,Himachal Pradesh,543218,431888,111329,0.7951,0.757,0.5957,0.1096,0.1177,28547,27227,80505,0.0672,0.5422,0.687,0.5684,0.6493,0.5064,0.5464,0.4824,0.2278,279856,183228,0.6547,188857,162060,0.8581
162,Kinnaur,Himachal Pradesh,230380,227600,2779,0.9879,0.754,0.6232,0.3087,0.0,17580,12439,45303,0.0319,0.5205,0.6211,0.5819,0.6928,0.4603,0.3201,0.5346,0.1886,151183,116010,0.7674,101648,92661,0.9116
163,Kullu,Himachal Pradesh,156137,138721,17415,0.8885,0.6248,0.5459,0.0858,0.4171,11425,6865,29211,0.1192,0.5427,0.5646,0.6404,0.6324,0.5778,0.3684,0.4922,0.2906,101635,61441,0.6046,61932,48177,0.7779
164,Lahul and Spiti,Himachal Pradesh,459333,363909,95423,0.7923,0.7247,0.5965,0.2524,0.1771,31239,28559,76769,0.0949,0.5978,0.5782,0.6159,0.7674,0.5549,0.4504,0.619,0.1984,294237,209477,0.7119,202483,151312,0.7473
165,Mandi,Himachal Pradesh,879699,679689,200009,0.7726,0.7311,0.6529,0.0339,0.0791,71824,50579,167898,0.1112,0.4872,0.6457,0.6506,0.6996,0.5534,0.5207,0.4931,0.3505,524456,393500,0.7503,414472,334993,0.8082
166,Shimla,Himachal Pradesh,321753,275073,46679,0.8549,0.679,0.5475,0.181,0.0435,23685,11899,51332,0.1,0.5247,0.6189,0.5771,0.6472,0.5071,0.3854,0.5181,0.2462,172681,120985,0.7006,120492,104739,0.8693
167,Sirmaur,Himachal Pradesh,373904,365251,8652,0.9769,0.5733,0.4942,0.1692,0.0791,27238,24371,66585,0.1043,0.7328,0.4035,0.495,0.5374,0.6223,0.363,0.3711,0.3788,312837,170700,0.5457,174754,114600,0.6558
168,Solan,Himachal Pradesh,294000,215027,78972,0.7314,0.7638,0.6873,0.1951,0.0,21087,20427,39255,0.165,0.4504,0.5529,0.592,0.7872,0.4797,0.5876,0.4756,0.2581,113355,70174,0.6191,140571,95976,0.6828
169,Una,Himachal Pradesh,658564,595732,62831,0.9046,0.6318,0.5106,0.1905,0.0906,43587,37923,132375,0.0729,0.6227,0.4717,0.5157,0.6779,0.4783,0.272,0.4334,0.2483,528495,383043,0.7248,276003,237530,0.8606
170,Anantnag (Kashmir South),Jammu & Kashmir,365414,292446,72967,0.8003,0.5692,0.4612,0.0074,0.0839,16534,14259,68560,0.2449,0.662,0.5813,0.5946,0.6843,0.5722,0.6048,0.441,0.3138,290993,171790,0.5904,104269,92471,0.8869
171,Bagdam,Jammu & Kashmir,285081,223437,61643,0.7838,0.7073,0.5816,0.1382,0.2052,23988,15346,47904,0.1515,0.5664,0.5879,0.6856,0.671,0.7304,0.6765,0.5138,0.2859,173957,126909,0.7296,133189,93934,0.7053
172,Baramula (Kashmir North),Jammu & Kashmir,821821,618988,202832,0.7532,0.685,0.6118,0.1975,0.0355,52551,49749,121674,0.2359,0.6227,0.4991,0.5701,0.7672,0.596,0.5199,0.4248,0.1568,485775,301822,0.6213,346400,273585,0.7898
173,Doda,Jammu & Kashmir,154573,90228,64344,0.5837,0.7251,0.613,0.2498,0.0,11676,10299,22402,0.2103,0.463,0.5636,0.7574,0.8055,0.671,0.6392,0.4042,0.2831,66500,45932,0.6908,74410,57415,0.7716
174,Jammu,Jammu & Kashmir,448376,289164,159211,0.6449,0.688,0.5326,0.188,0.2029,31669,17498,71155,0.1758,0.5644,0.672,0.7856,0.6135,0.5755,0.5277,0.5798,0.2583,257480,156165,0.6065,166485,130034,0.7811
175,Kathua,Jammu & Kashmir,104734,80251,24482,0.7662,0.6425,0.4853,0.1112,0.2086,6109,7725,14785,0.1419,0.5439,0.6181,0.5669,0.6055,0.4882,0.4968,0.4639,0.2788,51555,32807,0.6364,46843,38229,0.8161
176,Kupwara (Muzaffarabad),Jammu & Kashmir,407525,282175,125349,0.6924,0.7045,0.5283,0.1857,0.1462,19403,13818,60999,0.2315,0.4924,0.5438,0.7076,0.7102,0.6773,0.5503,0.461,0.2357,192570,117241,0.6088,112490,77684,0.6906
177,Pulwama,Jammu & Kashmir,281017,172180,108836,0.6127,0.5974,0.4526,0.0155,0.2155,18593,19372,33762,0.199,0.5828,0.5576,0.6538,0.7073,0.5512,0.6275,0.445,0.3479,126153,86254,0.6838,128554,89749,0.6982
178,Punch,Jammu & Kashmir,650789,385571,265217,0.5925,0.6457,0.4732,0.2405,0.0,55674,52258,88382,0.239,0.5476,0.6553,0.6344,0.6158,0.573,0.4952,0.4879,0.3073,310298,212202,0.6839,365471,285227,0.7804
179,Rajauri,Jammu & Kashmir,130653,96367,34285,0.7376,0.588,0.4097,0.1234,0.0,7918,4407,20447,0.2606,0.603,0.4662,0.6032,0.6106,0.7107,0.4711,0.3302,0.358,79047,52228,0.6608,41734,31799,0.762
180,Srinagar,Jammu & Kashmir,440778,259128,181649,0.5879,0.6282,0.5106,0.0783,0.189,29795,14371,48638,0.2183,0.539,0.6767,0.6642,0.7473,0.7102,0.554,0.538,0.3181,168078,109970,0.6543,149551,106510,0.7122
181,Udhampur,Jammu & Kashmir,291642,207389,84252,0.7111,0.6226,0.5664,0.1667,0.0694,19486,14695,46926,0.1451,0.619,0.4305,0.5837,0.5169,0.6343,0.5218,0.3578,0.2233,186235,112240,0.6027,115741,96870,0.837
182,Bokaro,Jharkhand,1407420,918723,488696,0.6528,0.6679,0.6038,0.1652,0.269,113407,103032,201176,0.4249,0.4431,0.5343,0.6388,0.7105,0.6508,0.7313,0.4531,0.3352,571529,362635,0.6345,732890,520133,0.7097
183,Chatra,Jharkhand,193149,142314,50834,0.7368,0.6279,0.5331,0.0936,0.0,20643,7880,29031,0.4622,0.505,0.4165,0.6132,0.5707,0.5801,0.4762,0.2563,0.394,93992,49740,0.5293,96582,68457,0.7088
184,Deoghar,Jharkhand,495641,388734,106906,0.7843,0.6076,0.4368,0.305,0.0258,37020,19440,86300,0.498,0.5493,0.4018,0.6527,0.6032,0.6519,0.4565,0.3145,0.334,303931,194448,0.6398,191180,142942,0.7477
185,Dhanbad,Jharkhand,335925,225447,110477,0.6711,0.6972,0.6051,0.0615,0.2933,23113,14611,41609,0.3825,0.5568,0.6464,0.6665,0.7461,0.6583,0.585,0.5423,0.1842,148535,94544,0.6365,127738,95742,0.7495
186,Dumka,Jharkhand,354170,250460,103709,0.7072,0.6547,0.4838,0.151,0.0,29054,25356,53604,0.3847,0.5949,0.5594,0.6274,0.7626,0.4736,0.6631,0.4744,0.2981,204456,124088,0.6069,184239,152423,0.8273
187,Garhwa,Jharkhand,50000,38821,11178,0.7764,0.5805,0.4036,0.1155,0.1591,3547,2139,7733,0.369,0.5816,0.3767,0.5986,0.6551,0.6212,0.4917,0.2106,0.253,28832,18016,0.6249,19253,12833,0.6666
188,Giridih,Jharkhand,163577,128173,35403,0.7836,0.6786,0.5832,0.2842,0.0,12739,7804,29664,0.484,0.6996,0.5003,0.6936,0.6265,0.5503,0.566,0.3843,0.3581,133051,78348,0.5889,69561,45235,0.6503
189,Godda,Jharkhand,147507,121154,26352,0.8213,0.5283,0.4622,0.35,0.124,16134,9703,23917,0.4542,0.6655,0.4813,0.5638,0.6394,0.6799,0.4679,0.4956,0.31,102045,49131,0.4815,87487,62091,0.7097
190,Gumla,Jharkhand,113822,102188,11633,0.8978,0.6331,0.5156,0.1284,0.0593,7429,9436,23241,0.3463,0.6444,0.5724,0.5141,0.6498,0.5312,0.4078,0.5044,0.2968,96018,52536,0.5472,57107,44209,0.7742
191,Hazaribag,Jharkhand,117532,70728,46803,0.6018,0.5957,0.5414,0.1098,0.0,8759,5919,15745,0.3544,0.5778,0.5015,0.6739,0.6554,0.6306,0.5333,0.5592,0.2411,58325,40719,0.6982,49701,33590,0.6759
192,Jamtara,Jharkhand,493682,329634,164047,0.6677,0.6251,0.4463,0.2044,0.0686,32967,30890,64042,0.4751,0.5199,0.4959,0.76,0.5998,0.6338,0.5753,0.4382,0.3622,213471,130102,0.6095,216228,139058,0.6431
193,Koderma,Jharkhand,402519,332279,70239,0.8255,0.6206,0.4658,0.211,0.0,30952,19975,80262,0.445,0.6833,0.4959,0.6036,0.5334,0.5603,0.4383,0.4122,0.2179,351627,172392,0.4903,172445,131530,0.7628
194,Latehar,Jharkhand,671654,495429,176224,0.7376,0.5782,0.4498,0.0767,0.0,52773,27265,106034,0.3824,0.6436,0.3727,0.628,0.568,0.5107,0.6014,0.3462,0.3889,437541,271123,0.6197,271018,186734,0.689
195,Lohardaga,Jharkhand,535795,396093,139701,0.7393,0.6184,0.5332,0.1651,0.1727,46519,30990,90307,0.4204,0.704,0.4715,0.7029,0.5734,0.6379,0.4934,0.3543,0.3362,407618,232449,0.5703,262455,166692,0.6351
196,Pakur,Jharkhand,422753,395917,26835,0.9365,0.5773,0.4736,0.2248,0.0918,52885,41943,75309,0.3627,0.7074,0.5548,0.5516,0.6093,0.5612,0.4621,0.4986,0.3238,341560,185902,0.5443,321099,265560,0.827
197,Palamu,Jharkhand,442036,365875,76160,0.8277,0.6363,0.5104,0.1434,0.0401,51071,39865,89493,0.4357,0.6412,0.427,0.5896,0.5696,0.5738,0.6111,0.3392,0.3091,367905,190736,0.5184,307921,214504,0.6966
198,Pashchim Singhbhum,Jharkhand,766243,560008,206234,0.7308,0.6229,0.5393,0.2012,0.0,64186,29072,124865,0.434,0.6353,0.3847,0.6062,0.6872,0.349,0.4639,0.3821,0.3625,508600,332520,0.6538,315783,258602,0.8189
199,Purba Singhbhum,Jharkhand,622804,436268,186535,0.7005,0.5775,0.514,0.2411,0.156,41170,28492,80873,0.4916,0.638,0.5526,0.6461,0.682,0.5646,0.5434,0.4381,0.3769,330808,159166,0.4812,235884,173782,0.7367
200,Ranchi,Jharkhand,221252,153091,68160,0.6919,0.5386,0.4345,0.0648,0.1202,20065,8990,37724,0.4446,0.76,0.5544,0.6106,0.5737,0.6946,0.569,0.4877,0.2974,183818,102257,0.5563,98383,75080,0.7632
201,Sahibganj,Jharkhand,1976651,1539325,437325,0.7788,0.4836,0.3101,0.0282,0.0821,139507,100460,320308,0.3875,0.7251,0.3351,0.6169,0.6688,0.6968,0.5348,0.2157,0.3829,1489107,876262,0.5884,812559,576694,0.7097
202,Saraikela Kharsawan,Jharkhand,171981,116958,55022,0.6801,0.6166,0.5164,0.0201,0.0584,12931,8763,24362,0.4635,0.7459,0.4633,0.6483,0.7571,0.6453,0.7249,0.3572,0.2575,116503,81086,0.696,73458,40586,0.5525
203,Simdega,Jharkhand,389508,314871,74636,0.8084,0.6897,0.5718,0.1181,0.1325,32598,27187,57457,0.4133,0.627,0.5025,0.6047,0.6792,0.6404,0.5576,0.45,0.2537,230975,147586,0.639,202439,135533,0.6695
204,Bagalkot,Karnataka,1502523,827419,675103,0.5507,0.675,0.5273,0.1431,0.0021,109107,76953,161232,0.2748,0.6123,0.8556,0.7493,0.7333,0.531,0.5701,0.7165,0.2177,632958,409997,0.6478,630023,512196,0.813
205,Bangalore Rural,Karnataka,150282,95991,54290,0.6387,0.6846,0.6064,0.303,0.1133,11242,8675,18986,0.1727,0.5149,0.7064,0.7438,0.705,0.5117,0.6751,0.598,0.1692,62672,49259,0.786,67441,56406,0.8364
206,Bangalore Urban,Karnataka,157132,96930,60201,0.6169,0.6677,0.5917,0.1287,0.2275,12687,7330,21788,0.1463,0.5845,0.6393,0.5655,0.661,0.6061,0.6382,0.5177,0.2274,81650,50029,0.6128,67780,45502,0.6714
207,Belgaum,Karnataka,102157,57251,44905,0.5604,0.6702,0.5253,0.0774,0.0699,9518,6485,12759,0.2235,0.5781,0.5369,0.737,0.6563,0.5237,0.6627,0.469,0.3244,47284,32685,0.6913,54188,42360,0.7818
208,Bellary,Karnataka,441241,311854,129386,0.7068,0.7126,0.5332,0.0951,0.0966,33555,22267,73174,0.2623,0.458,0.5501,0.7278,0.6236,0.6881,0.6522,0.5105,0.2256,214869,146971,0.684,189020,132905,0.7031
209,Bidar,Karnataka,82696,48258,34437,0.5836,0.7031,0.6444,0.1942,0.189,9276,4104,11230,0.2318,0.4306,0.5829,0.6424,0.6771,0.6765,0.6526,0.443,0.2943,30999,19382,0.6253,45306,36184,0.7987
210,Bijapur,Karnataka,74064,53238,20825,0.7188,0.6749,0.5175,0.1694,0.135,8120,4301,10973,0.1511,0.5683,0.6794,0.6759,0.7572,0.6225,0.6161,0.5131,0.256,39975,29069,0.7273,42059,33949,0.8072
211,Chamrajnagar,Karnataka,517792,368315,149476,0.7113,0.7582,0.6707,0.2315,0.1913,72642,31088,91265,0.149,0.4615,0.6274,0.6893,0.7749,0.618,0.5547,0.4965,0.2888,270040,177522,0.6574,351243,300369,0.8552
212,Chikmagalur,Karnataka,177723,70908,106814,0.399,0.6436,0.5382,0.1155,0.3122,19645,8257,13516,0.1483,0.553,0.4758,0.7594,0.6374,0.6831,0.6552,0.3757,0.3742,47919,35609,0.7432,94479,79662,0.8432
213,Chitradurga,Karnataka,1082764,676159,406604,0.6245,0.7087,0.5697,0.1298,0.1286,123927,84213,150580,0.1889,0.403,0.6518,0.8013,0.7941,0.6101,0.5126,0.486,0.2308,389070,225185,0.5788,704788,587964,0.8342
214,Dakshin Kannad,Karnataka,365628,156974,208653,0.4293,0.7102,0.5468,0.2529,0.1003,43122,20849,37145,0.1414,0.4198,0.5533,0.754,0.7631,0.71,0.5837,0.4362,0.2526,99974,73225,0.7324,216614,186287,0.86
215,Davanagere,Karnataka,244450,153214,91235,0.6268,0.8677,0.8119,0.2235,0.1813,29192,16228,38147,0.2352,0.3529,0.8661,0.7344,0.7117,0.6454,0.661,0.7299,0.1056,86311,59466,0.689,153797,123295,0.8017
216,Dharwad,Karnataka,166734,101022,65711,0.6059,0.6256,0.5595,0.2025,0.1582,17869,13852,19395,0.1796,0.7008,0.4569,0.7158,0.7036,0.6663,0.7022,0.4164,0.2761,87145,64140,0.7361,107411,102037,0.95
217,Gadag,Karnataka,408425,263809,144615,0.6459,0.7586,0.5875,0.2599,0.0,33964,23256,63401,0.1779,0.5462,0.6006,0.7015,0.6725,0.5236,0.597,0.5289,0.1514,222024,152087,0.685,193754,140585,0.7256
218,Gulbarga,Karnataka,265606,145909,119696,0.5493,0.7292,0.6631,0.1333,0.0662,34513,22686,35562,0.2507,0.5114,0.5625,0.7901,0.7336,0.5453,0.6314,0.4323,0.3155,116599,87850,0.7535,193683,145532,0.7514
219,Hassan,Karnataka,374783,229765,145017,0.6131,0.6548,0.5115,0.0427,0.018,44724,26333,45985,0.2099,0.5375,0.546,0.7153,0.6445,0.5129,0.6143,0.4091,0.2285,158467,111220,0.7019,240608,205714,0.855
220,Haveri,Karnataka,349410,161823,187586,0.4631,0.7234,0.6471,0.1716,0.0,18351,16505,33198,0.2336,0.5345,0.6516,0.6967,0.7319,0.5888,0.7838,0.5992,0.2244,113766,78848,0.6931,118026,101411,0.8592
